Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
683572.39,425202.86,258369.53,1601059.69,406058.97,0.25,14015282.4,161.59,Retail,South America,Small,Listed
924431.24,724220.71,200210.53,671244.12,77068.47,0.11,9210298.37,139.15,Healthcare,Africa,Large,Private
706493.05,479474.34,227018.71,789038.33,569148.61,0.72,1444832.1,163.0,Finance,Africa,Small,Listed
196126.01,38456.25,157669.76,1253237.81,404287.46,0.32,10188871.39,195.84,Retail,North America,Medium,Private
403153.19,234084.69,169068.5,532319.59,109540.23,0.21,11810160.95,170.3,Finance,Asia,Small,Listed
753382.23,535683.39,217698.84,893660.23,219405.17,0.25,11571468.02,193.51,Healthcare,North America,Small,Private
358466.11,63833.42,294632.69,1356697.72,831527.57,0.61,21229804.6,246.12,Manufacturing,North America,Medium,Private
588763.89,317275.15,271488.74,431559.11,192665.49,0.45,6234104.36,54.2,Healthcare,South America,Medium,Private
654926.81,425785.41,229141.4,799998.27,682492.21,0.85,15500572.23,163.88,Finance,North America,Small,Listed
314613.91,107042.22,207571.69,549310.55,215721.56,0.39,9877988.26,147.84,Retail,South America,Small,Private
488094.93,218041.46,270053.47,690425.83,529625.28,0.77,12341639.5,150.56,Technology,Europe,Large,Private
-148253.47,-387987.39,239733.92,1474259.43,791930.9,0.54,6742712.7,47.47,Technology,North America,Medium,Private
295122.47,209805.57,85316.9,1562025.45,1037619.13,0.66,6635562.1,160.84,Retail,Asia,Large,Private
449486.37,302182.91,147303.46,1103133.65,259157.65,0.23,3745700.53,124.74,Healthcare,Europe,Medium,Listed
250443.36,33536.34,216907.02,1212883.87,848033.39,0.7,2659977.1,185.21,Manufacturing,Asia,Medium,Private
826482.26,715830.64,110651.62,1201941.96,202556.41,0.17,13355800.74,278.44,Manufacturing,Asia,Medium,Private
213971.72,58851.17,155120.55,731065.61,477310.63,0.65,7318085.28,94.98,Retail,Europe,Large,Private
411991.1,246981.85,165009.25,1095260.2,517416.34,0.47,22725428.72,168.23,Retail,North America,Large,Private
526148.12,338956.42,187191.7,481876.64,136284.79,0.28,7632012.78,60.54,Finance,Africa,Small,Private
788254.66,602626.17,185628.49,616572.2,298611.9,0.48,13363626.36,157.4,Healthcare,Asia,Medium,Private
212827.57,27283.59,185543.98,965279.38,757302.7,0.78,10275718.92,197.48,Finance,South America,Small,Listed
732632.75,491367.37,241265.38,575611.6,128807.68,0.22,873526.03,174.19,Healthcare,Africa,Large,Listed
502046.61,315307.8,186738.81,490909.17,115707.85,0.24,3270097.19,218.15,Technology,North America,Large,Listed
303698.27,122929.78,180768.49,715240.87,377073.41,0.53,2447444.52,183.47,Finance,Asia,Medium,Listed
592420.69,459879.3,132541.39,1458533.49,875417.11,0.6,17344613.01,62.68,Finance,South America,Large,Private
539811.94,288594.63,251217.31,1622855.66,707824.43,0.44,16492574.75,243.98,Manufacturing,Europe,Medium,Listed
379956.62,213531.5,166425.12,986975.99,309036.08,0.31,19638530.03,75.93,Healthcare,South America,Small,Private
513960.42,368311.94,145648.48,1232879.57,189559.75,0.15,-1102122.44,242.41,Retail,North America,Large,Listed
422937.28,212282.75,210654.53,774602.35,108316.13,0.14,3153259.15,183.96,Finance,South America,Large,Listed
522703.47,361050.53,161652.94,173741.28,23047.84,0.13,13023961.68,168.26,Retail,Europe,Small,Private
632426.13,458723.77,173702.36,642591.01,527584.2,0.82,6162231.82,236.19,Manufacturing,North America,Large,Private
817203.36,604280.35,212923.01,876662.39,179790.94,0.21,13471258.19,179.16,Technology,South America,Large,Listed
252436.9,68761.03,183675.87,1056387.71,355050.61,0.34,7773114.66,198.77,Technology,Africa,Large,Listed
926606.67,611026.2,315580.47,959609.56,852818.29,0.89,7261295.32,159.7,Finance,South America,Small,Private
109582.44,-86676.13,196258.57,887341.75,747123.83,0.84,920328.21,118.71,Finance,Africa,Small,Listed
469642.98,238751.07,230891.91,770146.79,103422.65,0.13,7116253.07,97.83,Manufacturing,Europe,Medium,Private
617663.44,514748.14,102915.3,1137545.02,615424.22,0.54,11853347.6,255.43,Finance,Europe,Medium,Listed
556198.37,399230.83,156967.54,454443.29,275755.64,0.61,5060180.59,226.26,Finance,Asia,Large,Listed
375460.1,229805.78,145654.32,1320825.08,189262.74,0.14,10343471.13,143.75,Technology,South America,Small,Private
458375.55,306094.54,152281.01,765459.64,522426.89,0.68,4766156.47,119.01,Healthcare,Europe,Medium,Listed
401399.81,180622.91,220776.9,1826839.3,1626427.7,0.89,6127798.98,230.35,Technology,North America,Small,Private
382127.05,130348.8,251778.25,873873.78,387566.22,0.44,6475036.15,197.39,Healthcare,Africa,Small,Private
669920.42,452688.89,217231.53,807929.71,371271.2,0.46,12323182.86,204.12,Manufacturing,South America,Small,Listed
571403.1,382735.33,188667.77,774925.52,486248.33,0.63,14291244.19,216.27,Healthcare,Africa,Medium,Private
361418.08,192960.83,168457.25,811918.96,559601.86,0.69,19190647.05,210.25,Healthcare,Europe,Large,Private
679919.98,424239.99,255679.99,1242891.22,909570.0,0.73,13896279.69,248.14,Healthcare,Africa,Large,Listed
561459.9,257897.13,303562.77,983089.52,159323.3,0.16,11818970.29,192.53,Retail,Africa,Small,Private
662572.42,455819.63,206752.79,1394832.67,1032944.88,0.74,18874486.99,84.06,Healthcare,Africa,Medium,Private
625925.77,378957.62,246968.15,1185768.59,938250.26,0.79,11372643.37,133.25,Healthcare,Africa,Large,Private
334201.0,117032.48,217168.52,1012596.98,137897.27,0.14,13071802.61,175.25,Technology,Asia,Large,Listed
387963.79,150188.54,237775.25,1149181.73,150896.75,0.13,14782165.63,166.87,Healthcare,South America,Small,Listed
649458.72,507686.06,141772.66,1478538.76,799464.22,0.54,10868493.54,190.51,Finance,North America,Large,Listed
622074.05,446480.86,175593.19,1262678.39,628113.42,0.5,9659472.08,152.18,Technology,North America,Small,Listed
495819.68,276046.21,219773.47,1112222.8,983291.0,0.88,9167426.21,77.56,Healthcare,South America,Large,Listed
523465.48,262840.93,260624.55,1169097.02,392256.84,0.34,7135996.83,164.91,Manufacturing,Europe,Small,Listed
755532.98,596439.69,159093.29,538926.07,308351.93,0.57,7519492.44,59.93,Retail,Africa,Small,Private
381685.72,283350.68,98335.04,2028678.47,1025169.54,0.51,15310147.85,64.94,Manufacturing,North America,Large,Private
609419.48,434332.7,175086.78,1211250.29,640250.74,0.53,4516037.49,176.65,Retail,Europe,Large,Private
459561.47,209054.93,250506.54,1251165.88,785400.18,0.63,10689054.48,103.74,Healthcare,Europe,Medium,Private
456463.76,335658.54,120805.22,988523.04,523992.33,0.53,9881359.04,128.81,Technology,Europe,Large,Listed
719755.37,578601.36,141154.01,80972.76,8547.13,0.11,2874257.74,174.91,Finance,South America,Small,Private
665083.27,457287.34,207795.93,893862.57,692715.08,0.77,14190917.53,122.55,Finance,Asia,Medium,Listed
662701.93,468500.49,194201.44,1030378.85,268850.08,0.26,3318402.88,170.76,Retail,South America,Medium,Listed
761095.76,531372.44,229723.32,670864.87,191145.29,0.28,6273760.54,209.97,Manufacturing,North America,Small,Listed
504200.77,365637.11,138563.66,667378.72,412692.46,0.62,9572037.57,107.96,Manufacturing,Asia,Small,Private
636390.59,452639.52,183751.07,864299.21,416766.22,0.48,17449833.03,122.14,Finance,Africa,Medium,Private
437946.65,178187.38,259759.27,1308611.54,732278.04,0.56,12603908.65,181.77,Technology,South America,Small,Listed
564833.27,424478.08,140355.19,1502301.71,748144.97,0.5,11554506.71,128.24,Technology,Africa,Large,Listed
473971.39,200125.78,273845.61,1068385.18,463989.11,0.43,16758307.69,181.46,Healthcare,North America,Small,Private
519399.19,372770.04,146629.15,773048.51,376197.86,0.49,8678718.93,175.75,Technology,North America,Medium,Listed
619031.41,376562.33,242469.08,855046.18,182012.25,0.21,19991120.81,133.55,Retail,Africa,Medium,Listed
336355.86,155003.79,181352.07,1039813.6,910299.23,0.88,12517890.47,216.4,Finance,Asia,Large,Listed
918477.46,775722.87,142754.59,1087212.05,608622.84,0.56,10667720.06,90.03,Technology,Africa,Medium,Private
298796.52,123641.47,175155.05,1173983.67,386773.13,0.33,1016457.15,180.55,Finance,North America,Medium,Private
257162.28,29915.82,227246.46,824256.05,552475.93,0.67,14879863.59,44.24,Manufacturing,Asia,Small,Listed
731622.17,531964.87,199657.3,1211716.45,974322.89,0.8,12687309.48,154.68,Finance,North America,Large,Private
658332.54,402409.07,255923.47,1180094.89,397897.46,0.34,8887345.8,153.03,Manufacturing,Europe,Medium,Listed
624823.96,353036.96,271787.0,841962.9,302777.66,0.36,7475058.44,89.74,Healthcare,North America,Small,Private
625669.1,484820.63,140848.47,312203.59,140753.54,0.45,20067239.1,226.72,Finance,Africa,Large,Private
497550.65,360364.11,137186.54,646025.33,176902.29,0.27,6015558.02,95.19,Finance,Africa,Medium,Private
320549.13,185788.82,134760.31,1627038.13,1216749.07,0.75,11744242.89,133.12,Manufacturing,Europe,Small,Listed
515160.91,360120.71,155040.2,322571.36,183008.07,0.57,10173291.18,209.02,Technology,North America,Small,Private
364567.66,109356.93,255210.73,1527008.9,222386.86,0.15,13442042.74,161.29,Technology,Africa,Large,Listed
695023.95,467005.85,228018.1,308567.64,276897.26,0.9,388150.39,130.65,Manufacturing,North America,Medium,Private
470588.52,297839.9,172748.62,690739.91,386798.6,0.56,13362816.74,120.06,Healthcare,North America,Small,Private
334900.56,135455.69,199444.87,850112.41,690247.97,0.81,17999189.85,151.06,Manufacturing,South America,Medium,Listed
435722.83,165507.55,270215.28,1712921.23,858678.05,0.5,488928.54,130.53,Finance,Europe,Small,Private
582586.29,287185.75,295400.54,1010452.38,571875.22,0.57,5258121.47,155.79,Retail,Africa,Small,Listed
387255.09,174285.87,212969.22,914397.94,423896.78,0.46,12826483.05,117.66,Healthcare,Asia,Small,Listed
335555.92,268519.98,67035.94,625861.59,274257.92,0.44,9330779.38,194.34,Finance,North America,Large,Private
548737.44,333873.09,214864.35,1208784.38,331984.84,0.27,13398369.65,118.4,Finance,South America,Large,Listed
548993.31,302255.9,246737.41,794912.62,691335.03,0.87,13721768.17,75.46,Healthcare,Europe,Large,Listed
398611.36,187379.74,211231.62,908398.44,222936.42,0.25,11125832.33,290.86,Finance,South America,Large,Private
405792.34,169466.59,236325.75,856658.2,446424.65,0.52,18814070.89,200.09,Finance,Europe,Medium,Private
546409.99,328556.72,217853.27,1287944.87,218535.24,0.17,13762462.16,116.35,Retail,Europe,Large,Private
210383.13,72115.4,138267.73,1304715.02,1167330.51,0.89,3371587.12,105.79,Retail,South America,Large,Listed
218507.25,62819.17,155688.08,643844.61,350599.86,0.54,13503833.12,184.37,Finance,South America,Small,Listed
356311.16,172368.77,183942.39,749096.8,563071.03,0.75,9836873.5,117.7,Manufacturing,Africa,Large,Private
457310.57,204039.83,253270.74,709648.55,390550.17,0.55,12737780.71,201.96,Manufacturing,North America,Large,Private
562181.51,400475.71,161705.8,1073340.82,798552.88,0.74,15840559.37,175.94,Retail,Asia,Medium,Private
795071.24,572276.11,222795.13,1362677.94,718850.69,0.53,18077193.44,164.51,Retail,Africa,Small,Listed
671531.92,456347.29,215184.63,1078666.13,491849.64,0.46,10421322.83,159.48,Retail,Africa,Medium,Listed
468012.29,188702.43,279309.86,123740.92,57505.45,0.46,14191941.58,223.06,Retail,South America,Medium,Private
496196.76,298280.75,197916.01,1303901.27,132834.72,0.1,4598970.54,139.98,Retail,Europe,Large,Private
299494.13,187232.05,112262.08,460403.65,182561.08,0.4,7681883.85,157.05,Healthcare,Europe,Large,Private
496297.37,263953.85,232343.52,713903.84,615067.6,0.86,7186626.69,112.16,Manufacturing,Asia,Large,Listed
442268.27,135365.51,306902.76,1079372.55,691296.53,0.64,15170521.82,180.25,Technology,North America,Medium,Private
564543.71,328924.54,235619.17,966445.66,807422.05,0.84,18636239.52,106.82,Technology,Africa,Small,Private
334553.81,173936.89,160616.92,1349094.08,351047.85,0.26,25946271.55,211.05,Technology,Asia,Medium,Private
603869.3,457966.59,145902.71,755698.95,372505.32,0.49,14306420.89,215.92,Healthcare,Europe,Medium,Listed
806547.78,654196.22,152351.56,613354.49,78255.17,0.13,15620975.26,66.93,Manufacturing,Africa,Small,Listed
478247.97,178082.38,300165.59,875342.91,561656.53,0.64,1347769.27,201.31,Technology,South America,Medium,Private
580342.34,396708.71,183633.63,1390807.73,1011413.48,0.73,1059980.41,87.9,Technology,Africa,Small,Private
638028.8,471160.97,166867.83,1251869.15,874106.51,0.7,5655975.63,128.4,Technology,Africa,Small,Listed
419755.91,227677.74,192078.17,1034859.2,175321.7,0.17,3728503.22,148.88,Manufacturing,North America,Small,Private
544818.5,360663.85,184154.65,1530385.28,456088.67,0.3,12558675.49,127.44,Healthcare,Asia,Small,Listed
502518.48,224135.96,278382.52,1457942.5,910721.12,0.62,18679864.31,132.19,Finance,North America,Large,Private
519535.22,370259.09,149276.13,1315392.89,930236.49,0.71,10059769.53,190.49,Manufacturing,South America,Large,Private
345398.04,86365.88,259032.16,528806.47,168884.1,0.32,6721414.72,203.52,Retail,North America,Small,Listed
504902.03,298797.43,206104.6,1313295.61,558141.23,0.42,11526735.73,144.29,Retail,North America,Small,Listed
599599.66,339248.33,260351.33,919056.7,350172.42,0.38,6404286.38,149.87,Healthcare,South America,Small,Private
790228.72,511097.77,279130.95,842022.31,87277.24,0.1,7284497.1,181.56,Healthcare,Africa,Small,Listed
691854.17,487614.29,204239.88,726979.41,407988.47,0.56,9025008.63,97.36,Manufacturing,Asia,Large,Listed
930636.49,746389.67,184246.82,931313.37,591654.27,0.64,11940030.24,151.9,Finance,Europe,Small,Private
346530.49,143221.55,203308.94,749698.5,240764.6,0.32,1666469.51,138.82,Manufacturing,Asia,Medium,Private
674464.13,479202.66,195261.47,1067901.72,694379.19,0.65,-148089.68,164.11,Healthcare,Africa,Small,Listed
536668.4,419516.72,117151.68,930822.74,273847.16,0.29,5702358.87,91.68,Retail,Asia,Large,Listed
937960.59,660336.57,277624.02,1088215.4,731742.49,0.67,12611690.21,168.25,Retail,Europe,Medium,Listed
338340.34,126051.09,212289.25,1221308.62,568824.41,0.47,3674220.57,164.18,Manufacturing,North America,Small,Listed
332055.63,190210.59,141845.04,882253.93,703639.78,0.8,19171431.45,248.97,Technology,South America,Medium,Private
380121.47,283497.64,96623.83,705082.71,377774.53,0.54,14260299.58,85.33,Retail,South America,Small,Private
75220.86,-8399.18,83620.04,197438.95,48910.03,0.25,13346464.87,265.74,Manufacturing,Europe,Large,Listed
394849.0,156324.98,238524.02,1308261.49,991150.71,0.76,14276051.69,246.18,Technology,Asia,Medium,Listed
348173.47,179122.35,169051.12,1031506.11,744894.71,0.72,12132609.41,214.17,Manufacturing,South America,Small,Listed
530078.76,352823.79,177254.97,929529.45,155587.01,0.17,12534777.31,124.75,Technology,North America,Small,Private
568351.2,343943.49,224407.71,1468766.55,203325.1,0.14,16209953.29,199.21,Retail,Asia,Small,Listed
875234.17,701036.58,174197.59,484591.52,101295.54,0.21,15000190.46,63.65,Manufacturing,North America,Medium,Listed
690084.77,462758.55,227326.22,1022495.9,793714.54,0.78,11502133.53,48.16,Technology,Europe,Small,Listed
384619.27,179856.07,204763.2,614376.54,218906.07,0.36,19617583.56,121.19,Manufacturing,Asia,Medium,Private
320317.07,124523.55,195793.52,1262402.34,635999.75,0.5,10387303.67,101.38,Finance,South America,Small,Listed
598383.83,477021.35,121362.48,109543.49,63795.18,0.58,7724983.33,51.75,Healthcare,Europe,Medium,Listed
235953.36,76939.93,159013.43,1321606.27,918232.4,0.69,2584026.2,231.01,Technology,Asia,Large,Listed
866291.75,636164.98,230126.77,1305064.07,997022.3,0.76,6387928.52,114.22,Retail,Europe,Medium,Listed
735888.02,569989.11,165898.91,630795.03,323403.82,0.51,16011647.61,173.26,Technology,Asia,Small,Listed
406164.87,145896.39,260268.48,1026535.88,444087.31,0.43,9829440.25,290.69,Manufacturing,North America,Large,Private
157373.09,-159946.98,317320.07,639390.66,164165.74,0.26,12396738.65,144.39,Healthcare,South America,Large,Listed
770774.47,537955.2,232819.27,1171038.58,686247.68,0.59,10404058.97,85.74,Manufacturing,South America,Large,Private
477092.03,202450.44,274641.59,1328091.64,717038.86,0.54,3985808.3,243.34,Technology,Europe,Large,Private
747563.26,511526.9,236036.36,598008.13,199093.82,0.33,8559912.69,142.66,Retail,Africa,Small,Private
181114.47,7827.57,173286.9,481300.54,219936.43,0.46,5829677.84,192.44,Healthcare,North America,Small,Listed
380125.0,170117.42,210007.58,1438574.86,995092.18,0.69,7824755.25,13.99,Finance,North America,Small,Listed
501048.74,200382.69,300666.05,1776468.24,1068837.03,0.6,5561757.35,164.84,Finance,Asia,Medium,Listed
509396.12,335573.81,173822.31,1197778.82,581392.97,0.49,12409921.14,146.92,Finance,Africa,Large,Listed
409986.91,261953.27,148033.64,1227376.6,390125.53,0.32,14062226.91,131.64,Healthcare,Africa,Large,Listed
624569.99,481279.71,143290.28,867183.77,550144.38,0.63,10175098.76,198.41,Retail,Africa,Small,Listed
286475.91,97352.38,189123.53,1072011.2,645486.23,0.6,52070.6,116.32,Technology,North America,Medium,Listed
471524.1,321697.7,149826.4,1140288.51,532043.62,0.47,3236573.51,136.08,Technology,Asia,Small,Private
524059.13,240358.16,283700.97,926970.83,269580.95,0.29,13229583.96,155.21,Retail,Europe,Small,Private
602887.77,392069.94,210817.83,1539944.21,369434.47,0.24,6222208.69,193.35,Retail,Europe,Medium,Listed
642322.98,393736.66,248586.32,1070697.9,397785.25,0.37,6227439.96,137.61,Finance,South America,Medium,Listed
275071.58,90004.85,185066.73,1122240.0,928060.94,0.83,10344744.31,142.13,Finance,Africa,Small,Private
193177.17,50187.03,142990.14,935214.78,657558.18,0.7,6065019.78,141.72,Healthcare,North America,Medium,Private
755535.36,621005.06,134530.3,975864.29,793236.98,0.81,-607315.18,141.43,Technology,Africa,Small,Private
566462.8,411862.39,154600.41,1487484.11,1151430.49,0.77,5378078.35,84.11,Retail,South America,Small,Listed
350302.69,132926.42,217376.27,1058362.41,494367.49,0.47,7981456.7,187.91,Technology,South America,Large,Listed
810230.4,584236.25,225994.15,1067718.02,559862.2,0.52,7225916.57,191.3,Healthcare,Asia,Small,Private
523134.93,292975.13,230159.8,1072880.83,252844.6,0.24,13505603.75,68.73,Manufacturing,Africa,Large,Private
735859.44,610293.07,125566.37,854194.95,578031.78,0.68,10443532.2,127.39,Healthcare,South America,Small,Listed
513503.7,313524.16,199979.54,436823.99,191136.3,0.44,10089512.11,216.14,Retail,Africa,Small,Private
912149.58,763452.67,148696.91,1629029.66,373072.59,0.23,15784392.19,155.3,Manufacturing,North America,Medium,Private
